text,label
"""Dont miss author Jonathan Kozol will be at @user Wed. at 7:00PM discussing his new book """"""""Fire in the Ashes""""""""! ",2
"""Kapan sih lo ngebuktiin,jan ngomong doang Susah Susah.usaha Aja blm udh nyerah,inget.if you never try you'll never know.cowok kok gentle bgt"" ",0
I had my eyes closed already to go to sleep. but I always check a notif to see if it's Zayn and well ,1
the 2nd and 4th are nicki's best vma looks. ,2
Invisible Children is at my school tomorrow to talk about Joseph Kony. You kind of lost your credibility when your leader ran around naked. ,0
Ebola nurse may have been sick before taking the plane ,1
"@user in case you're curious, Andy Lee outscored all the nonQBs in my fantasy matchup. 2nd place: Moorman. 3rd: Larry Fitzgerald."" ",2
"@user @user agree. We need every country that is pissed off with Muslims to march against Islam at same time, same day"" ",0
Bentley be trynna move around like he's not 6th months. ,1
"""Block party is on got the kids dancing its a good Friday yo..as Ice Cube wud say """"today was was a good day""""..."" ",2
My body is exhausted. I walked from 79th and Jeffery to the lakefront\u002c where i accidentally sat on dead fish\u002c to 55th and King Dr. and back. ,0
"""March the entire Rose Parade in wooden shoes? The MOC-Floyd Valley \""""Pride of the Dutchmen\"""" High School (Orange... ",1
"@user I've realized you may have as much of a crush on Taylor kitsch as I do! We both enjoyed FNL, John carter, battleship..."" ",2
FOX NEWS screwed Rick Perry. NBC/WSJ poll left out by FOX so John Kasich would get the 10th spot in the debate. FOX NEWS? NO! FOX CROOKS! ,0
Storylines (other than Tom Brady's return) you should watch for in @user vs @user on Thursday night: ,1
My 1st tweet\u002c chose you @user saw u in Banff\u002c thankful our snow isn\u2019t as damaging as the weather you\u2019re dealing with!  Keep safe & dry ,2
"""Who was the idiot pundit on BBC Scotland on Saturday who """"couldn't see past Dustin Johnson"""" for The Open and why are they paying him?"" ",0
Amazon Prime Day really was better than Black Friday; I could look at all the crap I didn't want from the comfort of my own home. ,1
I probs say this every Tuesday but Paper Towns is the best film I've actually seen and it just makes me love life ,2
"""Galaxy S II can be wiped by just clicking a link, other devices may be vulnerable #Galaxy #Samsung #HTML #Vulnerability"" ",0
@user let's say someone believes in Islam they may have different Divinely commanded laws that are at odds with yours. ,1
"Tomorrow I will either stream, more Max: The Curse of Brotherhood, Minecraft, Trials Fusion, or Call of Duty: Advanced Warfare, you tell me. ",2
"""Hey, the 2nd worst baseball movie is on Reelz right now. #StomachBleeding"" ",0
Today I spent all of the money at H&M & TopShop. Thought I might faint in Zara so that has been postponed until tomorrow. Also: sun! ,1
@user perfect ! Wednesday I'm done at 1150 . I'll be waiting . Can we go to IHOP one day ? ,2
I'm thinking it's either some solo shit or that Kendrick collab  ,0
Gucci trousers other self confidentness november snowball the duet yours different rapport reduction until nay... ,1
@user MaxPreps photographer Jace Kessler will be on the sidelines tomorrow nite covering your Var Football game vs Ventura! ,2
Giants 3rd-round pick failed drug test at NFL Combine: Jayron Holsey knew it would hurt him bec... #newyork #sports ,0
"""Hollywood actress Sharon Stone, 55, chaired an AIDS Research Fund Raiser despite being hospitalised with a migraine on Friday."" ",1
"@user Heh, that's my line. I'll post some @user here tonight to protect it, then tomorrow we'll let Twilight inspect it."" ",2
Not going to be able to watch TVD live!!!!! I have two fucking tests tomorrow and a lit homework. FML ,0
Chargers may go 8-8 but that will make playoffs in AFC... NFC teams must win 10 games! Fact! @user @user @user @user ,1
"Really though, who wants to come with me to the Madonna concert on the 24th? I have an extra ticket ",2
"""Judging by the traffic and complaining, I think I might be best setting for Foo Fighters' Milton Keynes gig tomorrow right now"" ",0
@user if you get ungrounded tomorrow go to Lauren\u2019s birthday kickback ,1
can I just wake up tomorrow and find Justin Bieber under my tree ,2
"""When I'm soaring on Sunday afternoon, I learn Frank Gifford--one of my faves on the field and inside the broadcast booth--has died."" ",0
Everton boss Roberto Martinez is struggling with injuries at left-back and may hand a debut to Ramiro Funes Mori against Chelsea. ,1
"""CBB final, Celebrity Juice, Hollyoaks and Hollyoaks Later tonight, woo!"" ",2
Sat here dunking choc biscuits in my tea reading the daily mail.. And tells me about Justin bieber new find ( Xenia deli ) fuck off!! #jan1 ,0
"""New issue of Forbes (Aug 26) has my essay on a personal encounter with Gandhi & apartheid in S Africa. Not yet online, but take a look."" ",1
Paper Towns comes out tomorrow and I'm going to see I after work and omg I'm so happy I could literally pee myself with excitement ,2
@user I hate those movies and Devil Inside\u002c and I think it\u2019s called 4th kind. All those documentary type. ,0
"""Jacob I'm going to see Sam Smith tomorrow, wanna come with?"" ",1
"""Finally starting the 5th season of #Dexter.  See ya later, weekend!"" ",2
"@user @user Bet you haven't donated much to Rick Perry, if at all. He's a loser &amp; someone has to be the 1st to go out. ",0
Caitlyn Jenner and her son Brody had some kind words to say about one another as The Hills star celebrated his 32nd birthday on Friday. ,1
@user forget the yankees.. Brock Lesnar in the ring on Monday night RAW! 6 days to summer slam! ,2
People are researching the Wolf crash to try and make SC racing safer. If anyone found his GoPro contact Me or Brian Sperry. It may help. ,0
"""I think it was the 15th anniversary of Raw, I was walking down the hallway, and Hulk Hogan was walking... ",1
Doctor Who is like the 2nd series - next to Naruto - to hit me in the feels so hard. Omg. ,2
I don't have the money for this NINTENDO STOP IT ,0
Might just watch the 3rd season of American Horror Story tonight ,1
@user yes.  Bill\u002c love your show\u002c watch it Mon-Fri.  But I must say I only watch Fox\u002c can\u2019t stand Msnbc ! ,2
"""when Briana was pissed at you and you just kept looking at me like """"wtf help me out""""  ",0
@user Cause I can't be the 1st or 4th? The 8th is after Naruto and that's going to be me when he dies ,1
Good to see @user new book available in hard copy.  Amazon Prime bringing it tomorrow. ,2
@user Please refrain from interupting Dan's rants on Dana White with a stupid ass Sunday Countdown commercial...     k? thanks! ,0
Saltalamacchia the 4th Red Sox catcher ever to pop 20 in a season (Carlton Fisk\u002c Mike Stanley\u002c Jason Varitek) ,1
"the most important thing madonna has ever said is "" don't go for 2nd best "" ",2
"""\""""@Bobbieliciouss: Don\u2019t think i\u2019m going to school tomorrow.\"""" School\u2019s gonna crack tomorrow"" ",0
@user @user What are two doing for the Steelers game tomorrow? ,1
"""Sept 11th, Sunday Night Football, Cowboys vs. Jets... OH BOY OH BOY, I can't wait to see the Cowboys ruin the jets opening day!"" ",2
@user I haven't been able to watch TVD live these days due to Football. Every Thurs there is high school FB going on at 8pm. Like WTF! ,0
Isn't it weird that Selena Gomez concert is Jun 21 and Justin bieber's concert is Jun 27??? 6 days apart... really... ,1
Its okay if its almost 5am and ive had no sleep in like three days cos im on the 4th season of Game of Thrones so who's the real winner here ,2
The sad part about this is tomorrow Nicki will be the angry black woman who went after poor white girl Miley ,0
"@user @user @user @user @user ok thank you Curtis, mum is away Saturday but Ella &amp; Owen are here all wk end"" ",1
Wel looks like I'm going to the after party tomorrow with fetty wap Chris brown tyga etc thanks to my cuz ,2
F*** the hurricane party this Tues santospartyhaus w/ @user @user @user @ Santos Party House ,0
Want to be a part of the Audience?  Register to attend:  IBM San Francisco SmartCamp (September 10) or the IBM... ,1
Congrats to Aiden Wagner who scored his 1st BCHL goal in his 1st preseason game vs. Prince George. He was named the game's 3rd star. ,2
"@user so the thing next Thursday isn't free, you'd have to pay $15 to get in since you don't go to UMBC :/ and it ends at 11:30"" ",0
@user @user may b there is some confusion about Muslims in ur mind set ,1
Nov 16!! Me + you + movie theater = Breaking Dawn part 2. Just saw a preview! Can\u2019t wait (: ,2
Omg this show is so predictable even for the 3rd ep. Rui En\u2019s ex boyfriend was framed for murder probably\u002c by the rich guy. ,0
John Kasich may want to change his King for a Day statement after reviewing this :) ,1
The Cab is playing on XM and I may or may not have just started flailing. ,2
When girls become bandwagon fans of the Packers because of Harry.   Do y'all even know who Aaron Rodgers is?  Or what a 1st down is? ,0
The FA will be bringing a new interactive Road Show to Arsenal Ladies ahead of the game against Everton on Thursday ,1
Just caught the last few minutes of @user track Endymion on @user Great track to get ready for work with. Its my FRIDAY!! ,2
"""Just think some misguided girl is in the VIP tonight suckin dick & will wake up to 87,000 hits on WorldstarHipHop tomorrow  #BETHipHopAwards"" ",0
Howard Webb will officiate the West Ham vs Manchester City game tomorrow.  <BJ> ,1
@user ohh I think on Saturday! it's Alli Simpson and Madison Pettis <-- girl from live with boys omg I wanna go tooooo! :$ ,2
If I don\u2019t feel A1 tomorrow I\u2019m not going to school rs! ,0
"""\""""""""milkily handsome in the manner of a cinematically doomed first world war infantryman\"""""""": @user on Michael Clarke ",1
"If you're coming to Snoop Dogg this Saturday, please screenshot your receipt. If it's purchased today, YOU GET... ",2
"""Last night for @user Lloyd Robertson. A sad day for news, will miss that deep voice. #legendary"" ",0
"""i should get all my sh*t done tonight so i can go to the like, gay club tomorrow and try to find FRIENDS but... but..."" ",1
Great story about Sam Smith on CBS Sunday Morning...Sam talked about how his success came when he exposed his... ,2
Fabio Capello (Russia\u2019s head-coach) wishes Cristiano\u2019s injury was more serious. (Russia will play against Portugal tomorrow in the WCQ) ,0
"""Tapatio Lemon Chips, Thanksgiving Leftovers and Pimento Cheese ...: If it's Friday and this post is going up, it... ",1
"""Nigeria's military said Monday it had """"besieged"""" Boko Haram positions in the Islamist militant group's... ",2
How to know a shit bar!.. You get your arm stamped! If u wake up tomorrow with prints on your arm your a TWAT! ,0
"""Frank Gifford now being serenaded with """"Turn Out The Lights"""" by Don Meredith. #RIP ",1
"""As she receives her 9th #GoldenGlobes nomination, read what Cate Blanchett told us about still getting starstruck: ",2
I've already DESTROYED your revision of what Tony Blair said &amp; provided a link. Tell me more about your expertise ,0
There may be lovers who hold out their hands but He'll never love you like I can can can #MTVHottest Sam Smith ,1
The Tigers may be calling up Matt Boyd: He's pitcher number two they received in the David Price deal.  ,2
Protest against the Mitch Daniels Purdue Presidential nomination tomorrow @ Loeb Theater 2:30 pm. Bring a friend! #SOAPurdue ,0
"@user Rolling Stone : @user  The clown car gets more crowded: Meet Jim Gilmore, the 17th Re... ",1
It\u2019s Josh Bradley\u2019s birthday tomorrow. So what time is the party? LOL ,2
Watching Ghost Rider: Spirit of Vengeance. It\u2019s much worse when you may have thought. #fb ,0
In one weeks time I managed to binge watch the entire 4th season of Gilmore Girls and write my Stress management plan/paper #Multitasker ,1
'David Price' appeared on Tuesday 4 at the 6th place in the Top20 of Ottawa's Trends: #trndnl ,2
SimCity delayed it\u2019s availability ,0
"@user the 5th had Sakura get Naruto, but he can't leave till he learns his new jutsu!"" ",1
Wish today was Thursday! Tom Brady and @user take the field for the real deal tomorrow and I'm toooo excited! #BeerWingsFootball ,2
"Sorry, Harper, but for once just take the blame. Nats' blew the game.  ",0
@user KL Live is REALLY COMPACT. My friend went for Beast's 1st showcase and it is REALLY squashy. Just a heads up. ,1
goodnight guys! going to big bang concert tomorrow omfg or i hope my parents dont bail last second ,2
"""Mihajlovic had dinner with Berlusconi on Friday, Silvio told Mihajlovic that he's not happy with the way Milan started the season [Gazzetta]"" ",0
My sister has 2 tickets to see Kenny Chesney and Jason Aldean for tomorrow's concert. Asking $150 cause she can't go. Dm me if interested ,1
"@user Easy to have a couple extra wins when BYU has played the 31st ranked schedule compared to Utah, who's played the 3rd. #Sagarin"" ",2
Going to sunderland vs villa on saturday.. Dont hold the highest hopes for a good match ,0
@user only ones I can think of as a possibility are Ed Sheeran or Sam Smith. Ed's your ends on the 9th and Sam's the 12th.. ,1
We get a 2nd Christmas in February with Kendrick and Coles collab album ,2
"""yes, defeat Saudi Arabia defeat ISIS hence the key. #SaudiArabiaIsISIS ",0
Beyonce: has an album called 4 got married on the 4th Jay-Z's b'day's on the 4th got a 4 tattoo  WHY DO PEOPLE THINK SHE WAS BORN ON THE 3RD ,1
@user fantastic. Best book my taxi from there to Lechlade now haha! Going to be a great week! You about after work next tuesday? ,2
"""Lol, get a grip #royals fans. I can forgive the HRs, but he biffed that pitch to Thor and then fell apart in the 4th ",0
"""#beauty #makeup TV Ratings Thursday: 'Big Brother' Up, 'Beauty and the Beast' Down, 'Under The ... - TVbytheNumber... ",1
Well i wish they were here as this is my 18th year and the first in as many that i wont see them here. See you at Winter Jam...:-) ,2
Of many single issue reasons to reject Harper. This is one. Imagine the cost of removing all that concrete. #elxn42  ,0
Himawari not even old enough for the academy took out Naruto with a finger who took on kaguya (a god) &amp; Sarada is on par w/ 4th War Sakura ,1
"Good day for vids tomorrow. Stasis, Long Dark, Rebirth and Minecraft! ",2
Actually today was Yakub's birthday. I wish him many many returns of this day. May he hang in hell too.!! ,0
If Connor McGregor loses vs Aldo I think Dana White may go crazy with Ronda too losing in same month XD ,1
It\u2019s Tuesday night in Athens! AKA karaoke night at the Volstead so come see me!! ,2
"Monsanto may be to blame for soaring suicide rates among farmers in India:  In India, the suicide r... @user ",0
"""ABC: Giant pandas may be cute, but it takes a lot of work to support their lives in captivity: ",1
To all my ladies going to MetLife tonight  - may you be lucky enough to have something insane happen at your show! Have so much fun! XOXO ,2
Tearaway comes out Tuesday on PS4 and I'm finding out about it today. That's the second game out of the clear blue sky to drop on me. Fuck. ,0
You're uncle should texted you get Calibraska - EP by Jack &amp; Jack  ,1
"Today was the last day of Disneyland's regular Space Mountain.  As of this Friday, it will be Space Mountain Ghost Galaxy. ",2
"@user Haha! Unlike Scotland, it's bloody scorching here this morning, having my brekkie outside before heading out  - later!"" ",0
"@user I thought Christians followed Christ, the name being a vague clue. Perhaps you should read the 2nd half of the book? @user ",1
Since September 26 is Batman Day I'm having a Batman month. We start off with the greatest Batman Story ever #Batman ,2
Everything about Brownsville is just bad and depressing. Can\u2019t wait to go back home tomorrow. ,0
Sitting on my luggage and smelling Jerusalem \u002cclick like if you hope to visit Israel soon . December tour... ,1
"""I feel like tomorrow on Live with Kelly and Michael, they're gonna show the video of Shawn singing I Don't Even Know Your Name, I'm excited!"" ",2
"""Floyd Mayweather """"the thirstiest capitalist since Daniel Plainview"""" lines up another boring fight ",0
@user  well Geaux Tigers:) and yes it is and then three days after that is.....Nov 6 which means election day! #RomneyRyan! ,1
Rick Perry has a great record of solving problems in the 12th largest economy worldwide.  Others have plans only ,2
Rick Perry said he was the Zar of stopping illegals sat there and glossed himself for 2 months how he could secure the border not 1 idea11 m ,0
"""2,780,589 people could have seen 'Rahul Gandhi in Bengaluru' since its 1st mention until it became a Trending Topic. #trndnl"" ",1
Kendrick's was straight. But check out my boy J.Cole alright remix. These the top 2 rappers in HISTORY. ,2
"""Yakub funded 1993 bomb blast, so he is a criminal, but wht bhai said is hang tiger 1st who was d master mind of d blast! #SalmanStandsClear"" ",0
 Doug Wead interviewed LIVE tonight\u002c Wed\u002c 10pm EDT  we have link and other video Please RETWEET #ronpaul #ronpaul2012 ,1
"Phish, August 9th 1998.. the day they covered Grateful Dead's Terrapin Station suite on anniversary of Jerry's death ",2
@user If you watch Any Given Sunday backwards\u002c it\u2019s like Tim Tebow\u2019s career. ,0
@user Do you think David price will be a diamond on Monday?? ,1
"Northern Ireland 1-0 England: The night Windsor Park blew David Beckham away: In the aftermath maybe, just may... ",2
Hey James Franklin when I play madden and I get sacked on 3rd and have to punt I don't let the clock run down to call a timeout to punt ,0
@user Were you able to fill out the Google Form to register for the show on the 12th? ,1
Make sure to be part of the upcoming EuroFM members meeting in Milan! #networkwithFMprofessionals ,2
@user picking  MVP in July is stupid ..wow were you marking off the days on your I luv Kris Bryant calendar to retweet this ? lol ,0
"""Why the most lovely artists are not always understood? Lady gaga, justin bieber, miley cyrus etc etc today they have to know that..."" ",1
Tbt to tik tok by kesha... That shit was the knock in 6th grade ,2
@user @user guys chill we dont know shit about briana we may not like the fact she's here but calling her names is rude ,0
Who\u2019s running the StrattonFaxon 20K in New Haven CT on Monday? ,1
Lovely- just received our complementary tickets to @user game @user v @user tomorrow.. Hoping or some goals.We go 0-3 Chelsea ,2
"@user whoever """"they"""" is many people have turned it into Kpop as a whole U may not have said anyting racist but ppl in ur fandom have"" ",0
@user @user I think the Red Sox may be more popular around that region as well. Have many more fans nationally than Pats ,1
UDLP in the 4th round of the cup. Bring on Barca. ,2
Caitlyn Jenner may face manslaughter charge in deadly crash via @user GOOD! So selfish not above the law #jail! ,0
@user @user Going to be at the Lane on Saturday and if he's not in the squad I'll be gutted... Kane needs help! ,1
@user We're at the Beverly Gardens Park for the art show. We're here til 5pm!! Art Museum to the Art Park - perfect Sunday!! ,2
7:35 pm central time on Sunday night and Tom Brady and the @user are still #cheaters ,0
Frank Ocean better not joke about tomorrow ,1
THE SUNDAY DAILY The Rock: Hulk Hogan's paid the price for racist rant: DWAYNE 'The Rock' Johnson (pix)... #PrkDR ,2
Who are the danger men Newcastle Utd have to look out for on Sunday against West Brom ? ,0
Ion think I'm going to ICC tomorrow. ,1
Carly Fiorina the clear winner of Thursday's undercard debate ,2
False start penalty\u002c Garner moved early. Brings up 3rd and 16 from the Yale 47. ,0
#SPORTS Blue Jays-Yankees Preview - David Price's first road start for the Toronto Blue Jays may prove exactly why... ,1
"""he's my sun, he makes me shine  #MTVStars Lady Gaga"" ",2
One of my favorite characters on Game Of Thrones just died I can't go to school tomorrow I'm grieving ,0
"@user Hi, this matter should be resolved but it may take time for the water supply to reach the whole network. Thanks, Niall."" ",1
@user @user Lil Kim will be remembered as the 3rd/4th most successful female rapper. Nicki will/is the 1st. Numbers don't lie. ,2
Why am England playing on a Thursday have they got that shit that they're in the Europa League? ,0
RT @user RT @user RT @user Retweet if you're ready for Big Brother tonight! #teamjorchel #bb13 #cbsbigbrother can't w ... ,1
"It's Amazon Prime Day using the Autism Sprinter link, it's a new as good as getting deals on a Black Friday!!... ",2
"""Wait hw can Louis break-up w/ Briana if she's never been his gf in the 1st place. He knocked her up, yes but gf? Uhm #MTVStars One Direction"" ",0
I may have just mentally assembled the most insane conspiracy web about the Dr. Luke / Kesha sitch. ,1
IRG may be laughing all the way to the bank but USAID has done next to zilch for Pakistani power consumers. ,2
Why Muslims always fighting with Muslims....shameful history of Muslims....except prophet time to 4 Khlifah ,0
@user My only Bradshaw concern is it's Thurs game-only 4 day rest-scared of injury.Would you drop Asiata for someone on waiver? ,1
"""You may not like his football, but Christian ponder just did something really cool #lululemon"" ",2
Reminder for tomorrow: make fun of Fisher for how gay his snapchat story is. Softer than a bag of milk. ,0
"""After coughing up early lead, #MNTwins rally for 8-6 win and take the 1st game of series vs. the White Sox.  Circling the bases from tonight"" ",1
Last night I had a dream that I was over at Beyonce's house &amp; we sat around drinking tea w/ Jay Z &amp; talked about Disney movies like ok ,2
@user Fiona is 3rd generation IRA. Very dangerous and highly trained. Even Jimmy knew he was outmatched. Gemma was smart to be scared ,0
Monsanto says no longer pursuing proposed Syngenta combination: U.S.-based Monsanto Co.  said Wednesday it is ... ,1
"""Concert this Thursday with @user ! Then hopefully get some tickets for Jason Aldean, @user and @user ",2
"""The day Taylor Swift and Hulk Hogan pay my bills, then I may actually give a fuck but till then."" ",0
I plan on hunting for Ben Affleck all day tomorrow ,1
the thing I'm most jealous of ab Miley is that she got rapped ab by Jay...nearly marrying Liam is a close 2nd ,2
"@user @user Whites have been oppressing Muslims since the end of the 1st World War, goy :^)"" ",0
@user follow @user and meet her on NOVEMBER 26\u002c she\u2019ll be at the bell center by 4:00 pm. PLEASE FREDO. ,1
"""I'm watching the movie Friday, on a Friday and I'm going to see Ice Cube next Friday ",2
You may not speak to justin bieber unless you are spoken to wtf are you the queen? the pope? no didn't think so ,0
"@user @user If u r ready as a substitute for Yakub ,he may intervene."" ",1
"""Watching Michael Ball's performance of Empty Chairs At Empty Tables in the 10th anniv, and hit with SUDDEN EXTREME FEELS OGOD PERFECTION"" ",2
Just remembered I'm taking the PSSAs tomorrow. #Fml ,0
I'm just sat here waiting for work to come around and Jimmy's at the Ice Cube q+a and I've just missed an opportunity to interview Kurt Vile ,1
Watching Underworld with Jace\u002c having a pretty nice Sunday. ,2
"@user @user youre in denial jfc . the babys born in February right , watch briana get a """"miscarriage"""" or some shit ."" ",0
21 to go for Alex Smith! #49ers MT @user Tom Brady wins AFC player of the week for the 22nd time in his career\u002c tying Peyton Manning. ,1
Lavalantula is genuinely better than Pixels. I have laughed so may more times and not at it but with it. The guy from Sharknado showed up ,2
I used to love John Cena until it started being reported that he was politicking Nikki's push. It seems obvious. ,0
"@user According to media, it may or may not be bad if Kanye West did run for president.  We've had entertainers participate before."" ",1
"Annual season kick-off with FENNARIO - New England's tribute to the Grateful Dead - Saturday, Aug 29th - Doors at 8pm ",2
@user : 1 way to lose votes is to side with a cheater like Tom Brady. 2nd way is to think its ok that #KimDavis  was arrested. ,0
its the 63rd of july and we are still waiting for frank ocean's new album ,1
Ok all y\u2019all Catholics\u002c tomorrow be a holy day of obligation. Be sure to get y\u2019all a$$ to mass. ,2
"""Top 5 Pgs Rondo, Rose , Deron, Paul, ???....don't kno the 5th"" ",0
"""At #97 #100NumberTwos50s60s in Sep '69 taking over at #2 from Robin Gibb, the Bee Gees' Don't Forget To Remember ",1
@user thank Chris! Great to meet you both too.   The descent today was unbelievable! Now in Lugano ahead of tomorrow's ride to Milan. ,2
How is it the dirt poor kids in 3rd world countries manage to get money to go to a show but kids in the Valley can\u2019t? ,0
"David Beckham's Son Romeo Beckham Leads out England Team for His 13th Birthday: When the word ""Beckham"" is a p... ",1
"""Holy crap!  watched @user 's promo when signing the contract to face Seth Rollins. WOW! """"This Sunday, I'm gonna make you mine"""" (bitch)"" ",2
"@user obviously we're not looking great right now, but the 'Arsenal will finish 5th' prediction is wrong every year!"" ",0
"""Paul Dunne, amateur co-leader at The Open, entered the tourney at 1500:1 odds (via @user and entered Sunday at 300:1 @user ",1
"""RIP Bo Dallas, we hardly knew you. Loved this. WWE RAW,  Bo Dallas interrupt Brock Lesnar, Aug 24, 2015 via @user ",2
Buhari has shifted his campaign promise on Boko Haram. Now claims he will end BH by December instead of 2months. Nigerians have been scammed ,0
Remember you have to contribute in this calendar year. It's not like an IRA where you have until April 15th. #529  ,1
Seeing Magic Mike XXL with my mains last Friday! #fridayfunday #unforgettable #tgifholiday ,2
Huckabee claims SCOTUS made new law on SSM. No. The equal protection clause of the 14th Amendment is more than a century old. ,0
I'm going to miss so many broadcast at Digi tomorrow because of this dm an tournament ,1
Oh great\u002c weather warning for Tayside and I\u2019m going to Dundee tomorrow.  Hope I don\u2019t get stranded up there #help ,2
I\u2019m mad that I haven\u2019t changed the channel. I\u2019ve actually watched 3 episodes of Stevie TV & every time I get mad at myself for watching it! ,0
The regular-season opener Thursday between the Brooklyn Nets and the New York Knicks\u002c wh... :: ,1
""".@FGaryGray interesting metatextual touch with Ice Cube's son delivering the """"Bye Felicia"""" line from Friday to the girl at the party in SOC."" ",2
"""So I sat through that for Nintendo's announcement and they didn't make one. Like, even a trailer for Twilight Princess HD would've been fine"" ",0
Also keep in mind that due to Labor Day we did not have a Monday shipment. Monday orders will go out with today's instead. ,1
"BTW, @user is the guy who gave me an iPod last year, on which my son (@PChangerP ) 1st set me up on Twitter. My 1st tweet was 9/6/14. ",2
@user @user the IRA were founded by the united Ulster Men = you read The Sun cause you no FA about reality ,0
Are you using your smart phone or tablet in the late evening? Twilight may be a solution for you!  R ,1
Come enjoy Splash Dance with Robbie Riviera this Thursday @user ,2
Might not be able to get a free taco tomorrow. As Napoleon Dynamite would say\u002c dang it! ,0
"""Gogoi inspired by Gandhi, not Modi: hief minister Tarun Gogoi on Wednesday clarified that he was not trying to... ",1
I've just been told that I'm the perfect combination of Marilyn Munster and Wednesday Adams. #Halloween2014 ,2
Lack of communication from #nycdoe very frustrating regarding reporting time for work tomorrow.  Thank you #uft and @user for Info ,0
"@user C'mon Rick, no matter how well Venus played or how poorly Serena played the outcome was set! Very easy to lose points in tennis. ",1
"""1st Prize.RM 5000 with 4 x Ipad 2 (each person) Trophy, & certificate of participation. Lulz, Wanna Joinnnnnnnnnnnnn -___-"" ",2
Turns out the issue we've been having w/ production is because some of our computers may not update time from Internet. ,0
#HowIwish that there will be no story from Tanzania tomorrow Super Eagles will really by super! What do you wish? @user @user ,1
the only thing I looked forward to at WWA was c'mon c'mon ,2
"dear @user the newOoffice for Mac is great and all, but no Lync update? C'mon. ",0
@user @user This may unrelated to Erdogan: some quid-pro-quo with Russia that we know nothing about. ,1
"""Again: 2nd best album of the year according to Noisey, ranked one position below KENDRICK LAMAR! ",2
"Angela Merkel to run for 4th term....if this happens in Africa, UN, US, G7 etc will be planning to invade the country...hypocrites #africa ",0
Fans were in for quite the surprise at the FYF Festival in LA on Saturday. After Frank Ocean c... #HollywoodDivas ,1
"""Hey John, i'm the guy from RSA and i just wanna wish you a great match with Seth Rollins on Sunday at SummerSlam and i hope you'll beat him"" ",2
.@andrewrsorkin's dose of Carly Fiorina reality may be the most devastating one yet: ,0
The pack rides during the 7th stage of the 70th edition of the Paris-Nice cycling race run between S ,1
Now it\u2019s November won\u2019t b long til Xmas music starts on VH1. Can\u2019t wait all day everyday ,2
And on Tuesday\u002c Harry Redknapp distanced himself from the job following speculation he was planning talks with the club. ,0
"""World Bank\u2019s \""""""""Africa can help feed Africa\"""""""" report\u002c 1 reason the \""""""""Borderless 2013\"""""""" is so important: finding solutions. ",1
Transformers Prime is being syndicated to the CW Network for their Saturday morning cartoon programming block. Very interesting. ,2
"""Claims maths came from Islam. I tell him Egypt, Greeks had it earlier for example.Tries to prove me wrong by saying: ",0
@user he waited to long with lennox he should of finished him\u002c both Klitschko\u2019s seem to wait till the 6th and 7th round to finish people ,1
Foo Fighters - My Hero dedicated to the Crusaders last drive............. That's what Friday Night's all about dog!!! ,2
I'm not even a fan of box/mma but c'mon if you don't think Floyd Mayweather is a fucking joke then you're clueless ,0
@user Despite recent performances lets make sure 25k Albion fans make Amex a total noise cauldron on Friday # nonstopsinging ,1
"""You may not know it, but Carly Fiorina can gush over Islam darn near as good as Obama. ",2
@user Why govt loosing sleep over Anna Hazare's fast. May be they don't want another Gandhi like figure. ,0
Ed Sheeran concert at 7 PM tomorrow. Getting in line at like 9 lol. Need to get close to the stage bruh ,1
The safest place to be in Tottenham tonight is the Spurs trophy cabinet. There's no chance of looters visiting there. #gooners #goonerpower ,2
@user oh wow! Did you just trade Elvis? I\u2019m just saying @user may not like you! :) ,0
Don\u2019t Forget\u002c tomorrow is the annual General Body meeting! Come out to learn more about ISAT and the organizations we are affiliated with! ,1
new Iron Maiden video capture my children gaming history. Have alook at this video Earl Robinson I think you may... ,2
i found a video of me raging on october 3rd because she never went to Disney world ,0
Jim Tracy is doing a double switch. With 2 outs in 9th inning. Of a Cactus League game. With the score tied. ,1
I need Justin &amp; Dakota to take a pic together when they are both on the Today Show tomorrow ,2
@user what are you some stupid Twilight vampire? REAL ones don't go outside to tan. They sleep in complete darkness until the sun is down ,0
Shawn when he see a bee @user  ,1
Tomorrow I'm gunna be in the Jurassic  Park theme so much no one will recognize me ,2
the only thing i may truly miss about lexington is shoto\u2019s !!! ,0
David Wright is 6 for 20 with 5 walks in five games with St. Lucie. He is scheduled to be back with the Mets no later than Monday. #LGM ,1
"@user @user Now, now, some of them are coming over to support Bernie Sanders, because he makes sense, but then they may agree? ",2
Problems for Newcastle Utd with new sponsor as star players may oppose Wonga's loans on religious ethical grounds ,0
@user I guess you considered that 9th inning vs the Red Sox on Friday a comeback as well ,1
Tom Brady leads my team into the long season in hopes of winning the golden rhino head tomorrow night! ,2
RT @user Gavin Henson looks set to miss the Rugby World Cup after dislocating a bone in his right wrist yesterday ,0
I need to log off now bc school starts tomorrow and I'm still not done with my summer hw. Have a Shawn pic (not mine) ,1
One of Android fans' biggest fears about the Galaxy Note 5 may be unfounded * 52 ,2
Anxious for the one next Wednesday I need to get to the bottom of this Bobbi Kristina and Nick thing ,0
Bruh what if they made a new Friday with Ice Cube Son and DC Young Fly as smokey ,1
Flying in to Calgary tomorrow. @user I can\u2019t wait to meet you at your loft. Best stay in or get out of dodge this weekend. #sayno ,2
